,Unnamed: 0,index,Title,Director,Cast,Genre,comb
3070,3070,3070,Bhemaa,['Dinesh Saxena'],Brahm Bhardwaj|Bharat Bhushan|Birbal|Seema Deo|C.S. Dubey|Jezebel|Jugnu|Heena Kausar|Raj Kishore|Kirti Kumar|Sujit Kumar|Raj Mehra|Rajendra Nath|Jaya Prada|,Action|Crime|Drama,Dinesh Saxena ActionCrimeDrama Brahm BhardwajBharat BhushanBirbalSeema DeoCS DubeyJezebelJugnuHeena KausarRaj KishoreKirti KumarSujit KumarRaj MehraRajendra NathJaya Prada Bhemaa
3071,3071,3071,Dharm Aur Qanoon,['Joshiy'],Rajesh Khanna|Dharmendra|Vinod Mehra|Asha Parekh|Danny Denzongpa|Jaya Prada|Supriya Pathak|Iftekhar|Om Shivpuri|Mazhar Khan|Paresh Rawal|Manmohan Krishna|Ram Mohan|Dheeraj Kumar|,Adventure|Crime|Thriller,Joshiy AdventureCrimeThriller Rajesh KhannaDharmendraVinod MehraAsha ParekhDanny DenzongpaJaya PradaSupriya PathakIftekharOm ShivpuriMazhar KhanParesh RawalManmohan KrishnaRam MohanDheeraj Kumar Dharm Aur Qanoon
3072,3072,3072,Bindiya Chamkegi,['Tarun Dutt'],Rekha|Vinod Mehra|Johnny Walker|Dina Pathak|Master Bhagwan|Amjad Khan|Shoma Anand|Mazhar Khan|Shekhar Kapur|,Comedy|Family,Tarun Dutt ComedyFamily RekhaVinod MehraJohnny WalkerDina PathakMaster BhagwanAmjad KhanShoma AnandMazhar KhanShekhar Kapur Bindiya Chamkegi
3073,3073,3073,Boxer,['Martin Ritt'],Tanuja|Mithun Chakraborty|Rati Agnihotri|Sharat Saxena|Parikshat Sahni|Iftekhar|Sujit Kumar|Sudhir|Gurbachan Singh|Baby Pinky|Shekhar Purohit|Azaad Irani|Jagdish Raj|Sunder Taneja|,Action|Drama|Sport,Martin Ritt ActionDramaSport TanujaMithun ChakrabortyRati AgnihotriSharat SaxenaParikshat SahniIftekharSujit KumarSudhirGurbachan SinghBaby PinkyShekhar PurohitAzaad IraniJagdish RajSunder Taneja Boxer
3074,3074,3074,Ek Nai Paheli,['K. Balachander'],Raaj Kumar|Hema Malini|Kamal Haasan|Padmini Kolhapure|Suresh Oberoi|Mehmood|C.S. Dubey|Rajkishore Rana|Anand|N.S. Bedi|Asha Sachdev|Chitra|Rajee|Rakesh Bedi|,Drama,K Balachander Drama Raaj KumarHema MaliniKamal HaasanPadmini KolhapureSuresh OberoiMehmoodCS DubeyRajkishore RanaAnandNS BediAsha SachdevChitraRajeeRakesh Bedi Ek Nai Paheli
3075,3075,3075,Uttar Dakshin,['Prabhat Khanna'],Rajinikanth|Jackie Shroff|Bharathi|Madhuri Dixit|Kulbhushan Kharbanda|Lalita Pawar|Anupam Kher|Paresh Rawal|Preeti Ganguli|,Action|Drama,Prabhat Khanna ActionDrama RajinikanthJackie ShroffBharathiMadhuri DixitKulbhushan KharbandaLalita PawarAnupam KherParesh RawalPreeti Ganguli Uttar Dakshin
3076,3076,3076,Gangvaa,['Rajasekhar'],Rajinikanth|Shabana Azmi|Sarika|Suresh Oberoi|Kader Khan|Amrish Puri|,Action|Drama,Rajasekhar ActionDrama RajinikanthShabana AzmiSarikaSuresh OberoiKader KhanAmrish Puri Gangvaa
3077,3077,3077,Haisiyat,['Narayana Rao Dasari'],Jeetendra|Jaya Prada|Pran|Shakti Kapoor|Rohini Hattangadi|Kader Khan|Raza Murad|Bhushan Tiwari|Viju Khote|Prem Kumar|Pilla Srinivas|Satyendra Kapoor|Jayshree T.|,Comedy|Drama|Family,Narayana Rao Dasari ComedyDramaFamily JeetendraJaya PradaPranShakti KapoorRohini HattangadiKader KhanRaza MuradBhushan TiwariViju KhotePrem KumarPilla SrinivasSatyendra KapoorJayshree T Haisiyat
3078,3078,3078,Yeh Woh Manzil To Nahin,['Sudhir Mishra'],Manohar Singh|Habib Tanvir|B.M. Shah|Pankaj Kapur|Sushmita Mukherjee|Naseeruddin Shah|Ajit Vachani|Lalit Tiwari|Alok Nath|Raja Bundela|,Drama,Sudhir Mishra Drama Manohar SinghHabib TanvirBM ShahPankaj KapurSushmita MukherjeeNaseeruddin ShahAjit VachaniLalit TiwariAlok NathRaja Bundela Yeh Woh Manzil To Nahin
3079,3079,3079,Duniya,['Ramesh Talwar'],Ashok Kumar|Dilip Kumar|Rishi Kapoor|Amrita Singh|Prem Chopra|Amrish Puri|Pran|Satyendra Kapoor|Mac Mohan|Javed Khan|Arvind Deshpande|Sulabha Deshpande|Akbar|Dhumal|,Action|Drama,Ramesh Talwar ActionDrama Ashok KumarDilip KumarRishi KapoorAmrita SinghPrem ChopraAmrish PuriPranSatyendra KapoorMac MohanJaved KhanArvind DeshpandeSulabha DeshpandeAkbarDhumal Duniya
3080,3080,3080,Hanste Khelte,['Bharat Rangachary'],Mithun Chakraborty|Zarina Wahab|Vijayendra Ghatge|Rakesh Roshan|Asha Sachdev|,Crime,Bharat Rangachary Crime Mithun ChakrabortyZarina WahabVijayendra GhatgeRakesh RoshanAsha Sachdev Hanste Khelte
3081,3081,3081,Inquilaab,['Rama Rao Tatineni'],Amitabh Bachchan|C.S. Dubey|Utpal Dutt|Iftekhar|Shafi Inamdar|T.P. Jain|Pinchoo Kapoor|Satyendra Kapoor|Shakti Kapoor|Kader Khan|Viju Khote|Ram Mohan|Purnima|Jagdish Raj|,Action|Drama|Thriller,Rama Rao Tatineni ActionDramaThriller Amitabh BachchanCS DubeyUtpal DuttIftekharShafi InamdarTP JainPinchoo KapoorSatyendra KapoorShakti KapoorKader KhanViju KhoteRam MohanPurnimaJagdish Raj Inquilaab
3082,3082,3082,Susman,['Shyam Benegal'],Shabana Azmi|Om Puri|Kulbhushan Kharbanda|Neena Gupta|Mohan Agashe|K.K. Raina|Annu Kapoor|Harish Patel|Ila Arun|Anita Kanwar|Pankaj Kapur|Jayant Kripalani|Satish Kaushik|Meenal Patel|,Drama,Shyam Benegal Drama Shabana AzmiOm PuriKulbhushan KharbandaNeena GuptaMohan AgasheKK RainaAnnu KapoorHarish PatelIla ArunAnita KanwarPankaj KapurJayant KripalaniSatish KaushikMeenal Patel Susman
3083,3083,3083,Insaaf Kaun Karega,['Sudarshan Nag'],Dharmendra|Rajinikanth|Jaya Prada|Madhavi|Shakti Kapoor|Amrish Puri|Pran|Bindu|Rohini Hattangadi|Gulshan Grover|Sarla Yeolekar|Vikas Anand|Bob Christo|Jack Gaud|,Action|Drama,Sudarshan Nag ActionDrama DharmendraRajinikanthJaya PradaMadhaviShakti KapoorAmrish PuriPranBinduRohini HattangadiGulshan GroverSarla YeolekarVikas AnandBob ChristoJack Gaud Insaaf Kaun Karega
3084,3084,3084,Jagir,['Pramod Chakravorty'],Dharmendra|Zeenat Aman|Mithun Chakraborty|Shoma Anand|Danny Denzongpa|,Action|Adventure|Drama,Pramod Chakravorty ActionAdventureDrama DharmendraZeenat AmanMithun ChakrabortyShoma AnandDanny Denzongpa Jagir
3085,3085,3085,Holi,['S.V.N. Varaprasad'],Ashutosh Gowariker|Aamir Khan|Rahul Ranade|Sanjeev Gandhi|Manoj Pandya|Amole Gupte|Naseeruddin Shah|Om Puri|Shreeram Lagoo|Deepti Naval|Paresh Rawal|Mohan Gokhale|Raju Barot|Deepak Kejriwal|,Comedy|Drama,SVN Varaprasad ComedyDrama Ashutosh GowarikerAamir KhanRahul RanadeSanjeev GandhiManoj PandyaAmole GupteNaseeruddin ShahOm PuriShreeram LagooDeepti NavalParesh RawalMohan GokhaleRaju BarotDeepak Kejriwal Holi
3086,3086,3086,Jawaani,['Ramesh Behl'],Karan Shah|Neelam Kothari|Moushumi Chatterjee|Navin Nischol|Sharmila Tagore|Anupam Kher|Shammi|Sadashiv Amrapurkar|,Action|Drama|Romance,Ramesh Behl ActionDramaRomance Karan ShahNeelam KothariMoushumi ChatterjeeNavin NischolSharmila TagoreAnupam KherShammiSadashiv Amrapurkar Jawaani
3087,3087,3087,Jaag Utha Insan,['K. Viswanath'],Mithun Chakraborty|Sridevi|Rakesh Roshan|Deven Verma|Sujit Kumar|,Drama|Family,K Viswanath DramaFamily Mithun ChakrabortySrideviRakesh RoshanDeven VermaSujit Kumar Jaag Utha Insan
3088,3088,3088,Karishmaa,['I.V. Sasi'],Kamal Haasan|Reena Roy|Tina Ambani|Danny Denzongpa|Swaroop Sampat|Jagdeep|Sarika|Mahesh Anand|Satyendra Kapoor|Raza Murad|Baby Pinky|Shammi|Mac Mohan|Viju Khote|,Crime|Thriller,IV Sasi CrimeThriller Kamal HaasanReena RoyTina AmbaniDanny DenzongpaSwaroop SampatJagdeepSarikaMahesh AnandSatyendra KapoorRaza MuradBaby PinkyShammiMac MohanViju Khote Karishmaa
3089,3089,3089,John Jani Janardhan,['Rama Rao Tatineni'],Rati Agnihotri|J.N. Anand|Bihari|Chandrashekhar|Chitti Babu|Leena Das|Poonam Dhillon|Dulari|Utpal Dutt|Renu Joshi|Kader Khan|Swaraj Kumar|Vijay Kumar|Munni|,Action|Comedy|Drama,Rama Rao Tatineni ActionComedyDrama Rati AgnihotriJN AnandBihariChandrashekharChitti BabuLeena DasPoonam DhillonDulariUtpal DuttRenu JoshiKader KhanSwaraj KumarVijay KumarMunni John Jani Janardhan
3090,3090,3090,Jhutha Sach,['Esmayeel Shroff'],Dharmendra|Rekha|Amrish Puri|Baby Pinky|Jugal Hansraj|Asrani|Lalita Pawar|Prema Narayan|Aruna Irani|Master Bhagwan|Moolchand|Mukri|Birbal|Azaad Irani|,Drama|Family,Esmayeel Shroff DramaFamily DharmendraRekhaAmrish PuriBaby PinkyJugal HansrajAsraniLalita PawarPrema NarayanAruna IraniMaster BhagwanMoolchandMukriBirbalAzaad Irani Jhutha Sach
3091,3091,3091,Kamla,['Jag Mundhra'],Shabana Azmi|Deepti Naval|Marc Zuber|A.K. Hangal|Tun Tun|Mazhar Khan|Shafi Inamdar|Jag Mundhra|,Drama,Jag Mundhra Drama Shabana AzmiDeepti NavalMarc ZuberAK HangalTun TunMazhar KhanShafi InamdarJag Mundhra Kamla
3092,3092,3092,Jeene Nahi Doonga,['Rajkumar Kohli'],Dharmendra|Shatrughan Sinha|Raj Babbar|Anita Raj|Roshni|Jagdeep|Raza Murad|Nishi|,Action,Rajkumar Kohli Action DharmendraShatrughan SinhaRaj BabbarAnita RajRoshniJagdeepRaza MuradNishi Jeene Nahi Doonga
3093,3093,3093,Kasam Paida Karne Wale Ki,['Babbar Subhash'],Mithun Chakraborty|Smita Patil|Salma Agha|Amrish Puri|Karan Razdan|Gita Siddharth|Jankidas|Yunus Parvez|Bob Christo|Manik Irani|Jag Darshan Singh|Gurbachan Singh|Viju Khote|Vee Suri|,Action|Drama,Babbar Subhash ActionDrama Mithun ChakrabortySmita PatilSalma AghaAmrish PuriKaran RazdanGita SiddharthJankidasYunus ParvezBob ChristoManik IraniJag Darshan SinghGurbachan SinghViju KhoteVee Suri Kasam Paida Karne Wale Ki
3094,3094,3094,Laila,['Vicky G.'],Sunil Dutt|Poonam Dhillon|Anil Kapoor|Pran|Anita Raj|Pradeep Kumar|Satyendra Kapoor|Yunus Parvez|Yogeeta Bali|Neena Gupta|Babli|Sharad Qazilbash|Gajanan Jagirdar|Yasmin|,Musical|Romance,Vicky G MusicalRomance Sunil DuttPoonam DhillonAnil KapoorPranAnita RajPradeep KumarSatyendra KapoorYunus ParvezYogeeta BaliNeena GuptaBabliSharad QazilbashGajanan JagirdarYasmin Laila
3095,3095,3095,Khandhar,['Mrinal Sen'],Shabana Azmi|Annu Kapoor|Pankaj Kapur|Sreela Majumdar|Gita Sen|Naseeruddin Shah|,Drama,Mrinal Sen Drama Shabana AzmiAnnu KapoorPankaj KapurSreela MajumdarGita SenNaseeruddin Shah Khandhar
3096,3096,3096,Mera Faisla,['S.V. Rajendra Singh'],Sanjay Dutt|Rati Agnihotri|Jaya Prada|Kader Khan|Shakti Kapoor|Pran|Nirupa Roy|,Action,SV Rajendra Singh Action Sanjay DuttRati AgnihotriJaya PradaKader KhanShakti KapoorPranNirupa Roy Mera Faisla
3097,3097,3097,Lakhon Ki Baat,['Basu Chatterjee'],Sanjeev Kumar|Farooq Shaikh|Anita Raj|Anjali Sen|Utpal Dutt|Pinchoo Kapoor|Dinesh Hingoo|Subbiraj|Javed Khan|Raj Bharti|Monto|Subroto Mahapatra|Kedar Sehgal|Bhagwan Sinha|,Comedy|Musical|Romance,Basu Chatterjee ComedyMusicalRomance Sanjeev KumarFarooq ShaikhAnita RajAnjali SenUtpal DuttPinchoo KapoorDinesh HingooSubbirajJaved KhanRaj BhartiMontoSubroto MahapatraKedar SehgalBhagwan Sinha Lakhon Ki Baat
3098,3098,3098,Love Marriage,['Subodh Mukherji'],Asrani|Master Bhagwan|C.S. Dubey|Utpal Dutt|Dinesh Hingoo|Aruna Irani|Jagdeep|Arvind Joshi|Anil Kapoor|Satyendra Kapoor|Kanan Kaushal|Raj Kishore|Shehnaz Kudia|Anoop Kumar|,Drama|Romance,Subodh Mukherji DramaRomance AsraniMaster BhagwanCS DubeyUtpal DuttDinesh HingooAruna IraniJagdeepArvind JoshiAnil KapoorSatyendra KapoorKanan KaushalRaj KishoreShehnaz KudiaAnoop Kumar Love Marriage
3099,3099,3099,Mashaal,['Yash Chopra'],Anil Kapoor|Dilip Kumar|Waheeda Rehman|Rati Agnihotri|Amrish Puri|Saeed Jaffrey|,Action|Drama|Family,Yash Chopra ActionDramaFamily Anil KapoorDilip KumarWaheeda RehmanRati AgnihotriAmrish PuriSaeed Jaffrey Mashaal
3100,3100,3100,Lorie,['Vijay Talwar'],Shabana Azmi|Farooq Shaikh|Swaroop Sampat|Naseeruddin Shah|Rohini Hattangadi|Madan Puri|Kiran Vairale|Shaukat Azmi|Sulabha Deshpande|B.L. Chopra|Paresh Rawal|Master Imran|Yunus Parvez|Vinod Sharma|,Crime|Drama|Family,Vijay Talwar CrimeDramaFamily Shabana AzmiFarooq ShaikhSwaroop SampatNaseeruddin ShahRohini HattangadiMadan PuriKiran VairaleShaukat AzmiSulabha DeshpandeBL ChopraParesh RawalMaster ImranYunus ParvezVinod Sharma Lorie
3101,3101,3101,Meraa Dost Meraa Dushman,['Raj Khosla'],Shatrughan Sinha|Smita Patil|Geeta Behl|Sanjeev Kumar|Johnny Walker|Danny Denzongpa|Mukri|Indrani Mukherjee|Vikas Anand|Master Bhagwan|Trilok Kapoor|Dulari|Praveen Paul|,Action,Raj Khosla Action Shatrughan SinhaSmita PatilGeeta BehlSanjeev KumarJohnny WalkerDanny DenzongpaMukriIndrani MukherjeeVikas AnandMaster BhagwanTrilok KapoorDulariPraveen Paul Meraa Dost Meraa Dushman
3102,3102,3102,Mohan Joshi Hazir Ho!,['Saeed Akhtar Mirza'],Bhisham Sahni|Dina Pathak|Mohan Gokhale|Deepti Naval|Babu Kumar|Ashutosh Thakur|Anjali Paigankar|Naseeruddin Shah|Satish Shah|Amjad Khan|Deepak Qazir|Rohini Hattangadi|Pankaj Kapur|Naresh Suri|,Drama,Saeed Akhtar Mirza Drama Bhisham SahniDina PathakMohan GokhaleDeepti NavalBabu KumarAshutosh ThakurAnjali PaigankarNaseeruddin ShahSatish ShahAmjad KhanDeepak QazirRohini HattangadiPankaj KapurNaresh Suri Mohan Joshi Hazir Ho
3103,3103,3103,Maqsad,['K. Bapaiah'],Rajesh Khanna|Jeetendra|Jaya Prada|Sridevi|Waheeda Rehman|Prem Chopra|Ranjeet|Amjad Khan|Kader Khan|Shreeram Lagoo|Om Shivpuri|Shakti Kapoor|Asrani|Deepak Parashar|,Action|Crime|Musical,K Bapaiah ActionCrimeMusical Rajesh KhannaJeetendraJaya PradaSrideviWaheeda RehmanPrem ChopraRanjeetAmjad KhanKader KhanShreeram LagooOm ShivpuriShakti KapoorAsraniDeepak Parashar Maqsad
3104,3104,3104,Paroma,['Aparna Sen'],Rakhee Gulzar|Aparna Sen|Mukul Sharma|Dipankar Dey|Anil Chatterjee|Sandhya Rani|Chaiti Ghosal|,Drama,Aparna Sen Drama Rakhee GulzarAparna SenMukul SharmaDipankar DeyAnil ChatterjeeSandhya RaniChaiti Ghosal Paroma
3105,3105,3105,Naya Kadam,['K. Raghavendra Rao'],Rajesh Khanna|Padmini Kolhapure|Sridevi|Jaya Prada|Kader Khan|Om Shivpuri|Ranjeet|Satyendra Kapoor|Asrani|Jayshree Gadkar|Mohan Choti|Dinesh Hingoo|Renu Joshi|Nandita Thakur|,Drama|Family|Romance,K Raghavendra Rao DramaFamilyRomance Rajesh KhannaPadmini KolhapureSrideviJaya PradaKader KhanOm ShivpuriRanjeetSatyendra KapoorAsraniJayshree GadkarMohan ChotiDinesh HingooRenu JoshiNandita Thakur Naya Kadam
3106,3106,3106,My Dear Kuttichaathan,['Jijo Punnoose'],Arvind|Sonia|Suresh|Kottarakkara Sridharan Nair|Dalip Tahil|Alummoodan|Mukesh|Vettoor Purushan|,Action|Adventure|Comedy,Jijo Punnoose ActionAdventureComedy ArvindSoniaSureshKottarakkara Sridharan NairDalip TahilAlummoodanMukeshVettoor Purushan My Dear Kuttichaathan
3107,3107,3107,Phulwari,['Mukul Dutt'],Debashree Roy|Shashi Puri|Ashok Saraf|Benjamin Gilani|Iftekhar|Kumari Naaz|Pallavi Dutt|Jayshree T.|Kishore Kapoor|Ram Mohan|Dinesh Hingoo|,Drama|Family,Mukul Dutt DramaFamily Debashree RoyShashi PuriAshok SarafBenjamin GilaniIftekharKumari NaazPallavi DuttJayshree TKishore KapoorRam MohanDinesh Hingoo Phulwari
3108,3108,3108,Paar,['Goutam Ghose'],Naseeruddin Shah|Shabana Azmi|Utpal Dutt|Anil Chatterjee|Mohan Agashe|Kamu Mukherjee|Sunil Mukherjee|Masood Akhtar|Usha Ganguly|Kalyan Chatterjee|Bimal Deb|Bhoopal Reddy|Sujal Roy Chowdhury|Reba Roy Chowdhury|,Drama,Goutam Ghose Drama Naseeruddin ShahShabana AzmiUtpal DuttAnil ChatterjeeMohan AgasheKamu MukherjeeSunil MukherjeeMasood AkhtarUsha GangulyKalyan ChatterjeeBimal DebBhoopal ReddySujal Roy ChowdhuryReba Roy Chowdhury Paar
3109,3109,3109,Purana Mandir,['Shyam Ramsay Tulsi Ramsay'],Mohnish Bahl|Arti Gupta|Puneet Issar|Sadashiv Amrapurkar|Anirudh Agarwal|Sadhana Khote|Satish Shah|Trilok Kapoor|Dr. Satish Chopra|Rajendra Nath|Vishakha Chotu|Alka Noopur|Binny Rai|Pradeep Kumar|,Comedy|Drama|Horror,Shyam Ramsay Tulsi Ramsay ComedyDramaHorror Mohnish BahlArti GuptaPuneet IssarSadashiv AmrapurkarAnirudh AgarwalSadhana KhoteSatish ShahTrilok KapoorDr Satish ChopraRajendra NathVishakha ChotuAlka NoopurBinny RaiPradeep Kumar Purana Mandir
3110,3110,3110,Qaidi,['S.S. Ravichandra'],Asrani|Urmila Bhatt|Bharat Bhushan|Jeetendra|Shakti Kapoor|Kader Khan|Dev Kumar|Sujit Kumar|Madhavi|Hema Malini|Ranjeet|Shatrughan Sinha|Vidya Sinha|,Action|Drama,SS Ravichandra ActionDrama AsraniUrmila BhattBharat BhushanJeetendraShakti KapoorKader KhanDev KumarSujit KumarMadhaviHema MaliniRanjeetShatrughan SinhaVidya Sinha Qaidi
3111,3111,3111,Pyasa Shaitan,['Joginder Shelly'],Kamal Haasan|Joginder Shelly|Madhu Malhotra|Shobhalata|Beena Banerjee|Kuthiravattam Pappu|Kumar|,Horror,Joginder Shelly Horror Kamal HaasanJoginder ShellyMadhu MalhotraShobhalataBeena BanerjeeKuthiravattam PappuKumar Pyasa Shaitan
3112,3112,3112,Raaj Tilak,['Uwe Boll'],Dharmendra|Hema Malini|Kamal Haasan|Pran|Raaj Kumar|Sunil Dutt|Reena Roy|Ajit|Ranjeeta Kaur|Madan Puri|Ranjeet|Sarika|Yogeeta Bali|,Action|Drama,Uwe Boll ActionDrama DharmendraHema MaliniKamal HaasanPranRaaj KumarSunil DuttReena RoyAjitRanjeeta KaurMadan PuriRanjeetSarikaYogeeta Bali Raaj Tilak
3113,3113,3113,Rakta Bandhan,['Rajat Rakshit'],Rati Agnihotri|Birbal|Mithun Chakraborty|Dinesh Hingoo|Jagdeep|Jankidas|Surinder Kaur|Shubha Khote|Viju Khote|Mukri|Narendra Nath|,Action|Comedy|Crime,Rajat Rakshit ActionComedyCrime Rati AgnihotriBirbalMithun ChakrabortyDinesh HingooJagdeepJankidasSurinder KaurShubha KhoteViju KhoteMukriNarendra Nath Rakta Bandhan
3114,3114,3114,Saaransh,['Mahesh Bhatt'],Rohini Hattangadi|Anupam Kher|Soni Razdan|Madan Jain|Suhas Bhalekar|Alok Nath|Akash Khurana|Vijay Kashyap|Kishore Jariwala|Suresh Chatwal|Salim Ghouse|Arun Bakshi|Sankalp Dubey|Rajesh Kumar|,Drama,Mahesh Bhatt Drama Rohini HattangadiAnupam KherSoni RazdanMadan JainSuhas BhalekarAlok NathAkash KhuranaVijay KashyapKishore JariwalaSuresh ChatwalSalim GhouseArun BakshiSankalp DubeyRajesh Kumar Saaransh
3115,3115,3115,Raavan,['Mani Ratnam'],Smita Patil|Vikram Makandar|Gulshan Arora|Om Puri|Vikas Anand|,Drama|Family,Mani Ratnam DramaFamily Smita PatilVikram MakandarGulshan AroraOm PuriVikas Anand Raavan
3116,3116,3116,Sohni Mahiwal,['Kanwal Biala Latif Faiziyev Umesh Mehra'],Sunny Deol|Poonam Dhillon|Pran|Tanuja|Gulshan Grover|Rakesh Bedi|Mehar Mittal|Baby Farida|Samad|Mher Mkrtchyan|Zakir Mukhamedzhanov|Kumaroua|Zeenat Aman|Shammi Kapoor|,Action|Drama|Romance,Kanwal Biala Latif Faiziyev Umesh Mehra ActionDramaRomance Sunny DeolPoonam DhillonPranTanujaGulshan GroverRakesh BediMehar MittalBaby FaridaSamadMher MkrtchyanZakir MukhamedzhanovKumarouaZeenat AmanShammi Kapoor Sohni Mahiwal
3117,3117,3117,Teri Bahon Mein,['Umesh Mehra'],Mohnish Bahl|Ayesha Shroff|Navin Nischol|Parikshat Sahni|Dev Kumar|Prem Chopra|,Romance,Umesh Mehra Romance Mohnish BahlAyesha ShroffNavin NischolParikshat SahniDev KumarPrem Chopra Teri Bahon Mein
3118,3118,3118,Sasural,['Rajkumar R. Pandey'],Bharat Bhushan|Arvind Deshpande|Arun Govil|Gulshan Grover|Paidi Jairaj|Dina Pathak|,Drama|Family,Rajkumar R Pandey DramaFamily Bharat BhushanArvind DeshpandeArun GovilGulshan GroverPaidi JairajDina Pathak Sasural
3119,3119,3119,Seepeeyan,['Akash Jain'],Om Puri|Ranjeet|Debashree Roy|,Drama,Akash Jain Drama Om PuriRanjeetDebashree Roy Seepeeyan
3120,3120,3120,Sharara,['S.V. Rajendra Singh'],Tom Alter|Tina Ambani|Asrani|Mithun Chakraborty|Bob Christo|Vijayendra Ghatge|Rajan Haksar|Azaad Irani|Kalpana Iyer|Shakti Kapoor|Kader Khan|Raaj Kumar|Hema Malini|Dina Pathak|,Action,SV Rajendra Singh Action Tom AlterTina AmbaniAsraniMithun ChakrabortyBob ChristoVijayendra GhatgeRajan HaksarAzaad IraniKalpana IyerShakti KapoorKader KhanRaaj KumarHema MaliniDina Pathak Sharara
3121,3121,3121,Tarang,['Kumar Shahani'],Amol Palekar|Smita Patil|Shreeram Lagoo|Girish Karnad|Om Puri|M.K. Raina|Jalal Agha|Rohini Hattangadi|Pinchoo Kapoor|Arvind Deshpande|Sulabha Deshpande|T.P. Jain|Jayanti Patel|Arun Kakde|,Drama,Kumar Shahani Drama Amol PalekarSmita PatilShreeram LagooGirish KarnadOm PuriMK RainaJalal AghaRohini HattangadiPinchoo KapoorArvind DeshpandeSulabha DeshpandeTP JainJayanti PatelArun Kakde Tarang
3122,3122,3122,Party,['Sally Potter'],Deepa Sahi|,Drama,Sally Potter Drama Deepa Sahi Party
3123,3123,3123,Yaadgaar,['S. Ram Sharma'],Sanjeev Kumar|Kamal Haasan|Poonam Dhillon|Tanuja|Jamuna|,Action|Comedy|Drama,S Ram Sharma ActionComedyDrama Sanjeev KumarKamal HaasanPoonam DhillonTanujaJamuna Yaadgaar
3124,3124,3124,Utsav,['Girish Karnad'],Rekha|Amjad Khan|Kulbhushan Kharbanda|Shankar Nag|Kunal Kapoor|Anuradha Patel|Anupam Kher|Neena Gupta|Annu Kapoor|Harish Patel|Gopi Desai|Lakshmi Krishnamurthy|Shashi Kapoor|Shekhar Suman|,Drama|Music|Romance,Girish Karnad DramaMusicRomance RekhaAmjad KhanKulbhushan KharbandaShankar NagKunal KapoorAnuradha PatelAnupam KherNeena GuptaAnnu KapoorHarish PatelGopi DesaiLakshmi KrishnamurthyShashi KapoorShekhar Suman Utsav
3125,3125,3125,Waqt Ki Pukar,['Desh Gautam'],Shoma Anand|Yogeeta Bali|Vijayendra Ghatge|Raj Kiran|Paintal|Yunus Parvez|Madan Puri|Shashi Ranjan|Ranjeet|,Action|Crime|Drama,Desh Gautam ActionCrimeDrama Shoma AnandYogeeta BaliVijayendra GhatgeRaj KiranPaintalYunus ParvezMadan PuriShashi RanjanRanjeet Waqt Ki Pukar
3126,3126,3126,Tarkeeb,['Ravikant Nagaich'],Mithun Chakraborty|Leena Das|Dinesh Hingoo|Kalpana Iyer|Shakti Kapoor|Ranjeeta Kaur|Praveen Kumar|Mushtaq Merchant|Paintal|Madan Puri|,Action|Crime|Drama,Ravikant Nagaich ActionCrimeDrama Mithun ChakrabortyLeena DasDinesh HingooKalpana IyerShakti KapoorRanjeeta KaurPraveen KumarMushtaq MerchantPaintalMadan Puri Tarkeeb
3127,3127,3127,Yeh Desh,['Rama Rao Tatineni'],Jeetendra|Kamal Haasan|Zeenat Aman|Shakti Kapoor|Amrish Puri|,Action|Drama,Rama Rao Tatineni ActionDrama JeetendraKamal HaasanZeenat AmanShakti KapoorAmrish Puri Yeh Desh
3128,3128,3128,Sharaabi,['Prakash Mehra'],Amitabh Bachchan|Bharat Bhushan|Chandrashekhar|C.S. Dubey|Rajan Haksar|A.K. Hangal|Dinesh Hingoo|Jankidas|Pinchoo Kapoor|Satyendra Kapoor|Viju Khote|Mukri|Suresh Oberoi|Deepak Parashar|,Comedy|Drama|Romance,Prakash Mehra ComedyDramaRomance Amitabh BachchanBharat BhushanChandrashekharCS DubeyRajan HaksarAK HangalDinesh HingooJankidasPinchoo KapoorSatyendra KapoorViju KhoteMukriSuresh OberoiDeepak Parashar Sharaabi
3129,3129,3129,Yeh Ishq Nahin Aasaan,['Tinnu Anand'],Rishi Kapoor|Padmini Kolhapure|Asrani|Iftekhar|Deepti Naval|Om Prakash|,Romance,Tinnu Anand Romance Rishi KapoorPadmini KolhapureAsraniIftekharDeepti NavalOm Prakash Yeh Ishq Nahin Aasaan
3130,3130,3130,Zakhmi Sher,['Narayana Rao Dasari'],Jeetendra|Dimple Kapadia|Amrish Puri|Shakti Kapoor|Om Shivpuri|,Action|Thriller,Narayana Rao Dasari ActionThriller JeetendraDimple KapadiaAmrish PuriShakti KapoorOm Shivpuri Zakhmi Sher
3131,3131,3131,Zameen Aasmaan,['Bharat Rangachary'],Shashi Kapoor|Rakhee Gulzar|Rekha|Anita Raj|Sanjay Dutt|Mazhar Khan|Satyendra Kapoor|,Drama|Family,Bharat Rangachary DramaFamily Shashi KapoorRakhee GulzarRekhaAnita RajSanjay DuttMazhar KhanSatyendra Kapoor Zameen Aasmaan
