,Unnamed: 0,index,Title,Director,Cast,Genre,comb
0,0,0,Aaj Ka Arjun,K.C. Bokadia,"Amitabh Bachchan, Jayapradha","['Action', 'Crime', 'Drama', 'Action Crime Drama']",KC Bokadia Action Crime Drama Action Crime Drama Amitabh Bachchan Jayapradha Aaj Ka Arjun
1,1,1,Aag Ka Dariya,S.V. Rajendra Singh,"Dilip Kumar, Rekha, Padmini Kolhapure, Amrita Singh","['Action', 'Action']",SV Rajendra Singh Action Action Dilip Kumar Rekha Padmini Kolhapure Amrita Singh Aag Ka Dariya
2,2,2,Aag Ka Gola,David Dhawan,"Sunny Deol, Dimple Kapadia, Archana Puran Singh","['Action', 'Drama', 'Action Drama']",David Dhawan Action Drama Action Drama Sunny Deol Dimple Kapadia Archana Puran Singh Aag Ka Gola
3,3,3,Aaj Ke Shahenshah,Shibu Mitra,"Raj Babbar, Jeetendra, Kimi Katkar","['Action', 'Action']",Shibu Mitra Action Action Raj Babbar Jeetendra Kimi Katkar Aaj Ke Shahenshah
4,4,4,Aandhiyan,David Dhawan,"Shatrughan Sinha, Mumtaz, Prosenjit Chatterjee","['Drama', 'Drama']",David Dhawan Drama Drama Shatrughan Sinha Mumtaz Prosenjit Chatterjee Aandhiyan
5,5,5,Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Agarwal, Tom Alter","['Musical', 'Drama', 'Romance', 'Musical Drama Romance']",Mahesh Bhatt Musical Drama Romance Musical Drama Romance Rahul Roy Anu Agarwal Tom Alter Aashiqui
6,6,6,Agneekaal, Mustan Burmawalla,"Sadashiv Amrapurkar, Tinnu Anand, Raj Babbar","['Action', 'Crime', 'Drama', 'Action Crime Drama']", Mustan Burmawalla Action Crime Drama Action Crime Drama Sadashiv Amrapurkar Tinnu Anand Raj Babbar Agneekaal
7,7,7,Agneepath,Mukul S. Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari, Danny Denzongpa, Biswa Roy","['Action', 'Drama', 'Action Drama']",Mukul S Anand Action Drama Action Drama Amitabh Bachchan Mithun Chakraborty Madhavi Neelam Kothari Danny Denzongpa Biswa Roy Agneepath
8,8,8,Amba,Mohan Kumar,"Shabana Azmi, Anil Kapoor, Meenakshi Sheshadri","['Family', 'Family']",Mohan Kumar Family Family Shabana Azmi Anil Kapoor Meenakshi Sheshadri Amba
9,9,9,Amiri Garibi,Harmesh Malhotra,"Jeetendra, Rekha, Rishi Kapoor","['Family', 'Family']",Harmesh Malhotra Family Family Jeetendra Rekha Rishi Kapoor Amiri Garibi
10,10,10,Amavas Ki Raat,Mohan Bhakri,"Kunika, Kiran Kumar, Javed Khan","['Horror', 'Horror']",Mohan Bhakri Horror Horror Kunika Kiran Kumar Javed Khan Amavas Ki Raat
11,11,11,Andher Gardi,Ashok Tyagi,Kimi Katkar,"['Action', 'Drama', 'Action Drama']",Ashok Tyagi Action Drama Action Drama Kimi Katkar Andher Gardi
12,12,12,Apmaan Ki Aag,Talukdaars,"Adil Amaan, Rakesh Bedi, Dasharat","['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Action Comedy Crime Drama Romance']",Talukdaars Action Comedy Crime Drama Romance Action Comedy Crime Drama Romance Adil Amaan Rakesh Bedi Dasharat Apmaan Ki Aag
13,13,13,Atishbaz,Mukhtar Ahmed[disambiguation needed],"Tom Alter, Renu Arya, Prem Chopra","['Crime', 'Drama', 'Crime Drama']",Mukhtar Ahmeddisambiguation needed Crime Drama Crime Drama Tom Alter Renu Arya Prem Chopra Atishbaz
14,14,14,Aulad Ki Khatir,Kanwar Jagdish,"Nutan, Shreepradha","['Drama', 'Drama']",Kanwar Jagdish Drama Drama Nutan Shreepradha Aulad Ki Khatir
15,15,15,Awaargi,Mahesh Bhatt,"Anil Kapoor, Govinda, Paresh Rawal, Meenakshi Sheshadri","['Drama', 'Drama']",Mahesh Bhatt Drama Drama Anil Kapoor Govinda Paresh Rawal Meenakshi Sheshadri Awaargi
16,16,16,Awaaz De Kahan Hai,Sibte Hassan Rizvi,"Bindu, Annu Kapoor, Satyendra Kapoor","['Drama', 'Romance', 'Drama Romance']",Sibte Hassan Rizvi Drama Romance Drama Romance Bindu Annu Kapoor Satyendra Kapoor Awaaz De Kahan Hai
17,17,17,Awaragardi,Swaroop Kumar,"Kimi Katkar, Raza Murad, Aditya Pancholi","['Action', 'Action']",Swaroop Kumar Action Action Kimi Katkar Raza Murad Aditya Pancholi Awaragardi
18,18,18,Awwal Number,Dev Anand,"Dev Anand, Aamir Khan, Ekta Sohini","['Action', 'Drama', 'Sport', 'Thriller', 'Action Drama Sport Thriller']",Dev Anand Action Drama Sport Thriller Action Drama Sport Thriller Dev Anand Aamir Khan Ekta Sohini Awwal Number
19,19,19,Awaaz De Kahan Hai,Sibte Hasan Rizvi,"Bindu, Avinash Wadhawan, Shikha Swaroop","['Drama', 'Romance', 'Drama Romance']",Sibte Hasan Rizvi Drama Romance Drama Romance Bindu Avinash Wadhawan Shikha Swaroop Awaaz De Kahan Hai
20,20,20,Azaad Desh Ke Gulam,S.A. Chandrashekhar,"Vikas Anand, Rakesh Bedi, Suresh Bhagwat, Pran","['Action', 'Drama', 'Action Drama']",SA Chandrashekhar Action Drama Action Drama Vikas Anand Rakesh Bedi Suresh Bhagwat Pran Azaad Desh Ke Gulam
21,21,21,Baaghi: A Rebel for Love,Deepak Shivdasani,"Salman Khan, Nagma, Shakti Kapoor","['Action', 'Romance', 'Action Romance']",Deepak Shivdasani Action Romance Action Romance Salman Khan Nagma Shakti Kapoor Baaghi A Rebel for Love
22,22,22,Baap Numbri Beta Dus Numbri,Aziz Sejawal,"Kader Khan, Shakti Kapoor, Jackie Shroff, Farah, Aditya Pancholi, Sabeeha","['Action', 'Comedy', 'Crime', 'Action Comedy Crime']",Aziz Sejawal Action Comedy Crime Action Comedy Crime Kader Khan Shakti Kapoor Jackie Shroff Farah Aditya Pancholi Sabeeha Baap Numbri Beta Dus Numbri
23,23,23,Bad-Naam,Anand Girdhar,"Sadashiv Amrapurkar, Verma Malik","['Drama', 'Drama']",Anand Girdhar Drama Drama Sadashiv Amrapurkar Verma Malik BadNaam
24,24,24,Bagh Bahadur,Budhadeo Das Gupta,"Pawan Malhotra, Archana Puran Singh","['Drama', 'Drama']",Budhadeo Das Gupta Drama Drama Pawan Malhotra Archana Puran Singh Bagh Bahadur
25,25,25,Bahaar Aane Tak,Tariq Shah,"Roopali Ganguly, Ram Mohan, Navin Nischol","['Family', 'Family']",Tariq Shah Family Family Roopali Ganguly Ram Mohan Navin Nischol Bahaar Aane Tak
26,26,26,Bandh Darwaza,"Shyam Ramsay, Tulsi Ramsay","Hashmat Khan, Manjeet Kular, Kunika","['Action', 'Drama', 'Horror', 'Thriller', 'Action Drama Horror Thriller']",Shyam Ramsay Tulsi Ramsay Action Drama Horror Thriller Action Drama Horror Thriller Hashmat Khan Manjeet Kular Kunika Bandh Darwaza
27,27,27,Chor Pe Mor,Kapil Kapoor,"Naseeruddin Shah, Karan Shah, Neelam Kothari","['Comedy', 'Crime', 'Comedy Crime']",Kapil Kapoor Comedy Crime Comedy Crime Naseeruddin Shah Karan Shah Neelam Kothari Chor Pe Mor
28,28,28,C.I.D.,Ajay Goel,"Vinod Khanna, Amrita Singh, Suresh Oberoi","['Crime', 'Drama', 'Mystery', 'Thriller', 'Crime Drama Mystery Thriller']",Ajay Goel Crime Drama Mystery Thriller Crime Drama Mystery Thriller Vinod Khanna Amrita Singh Suresh Oberoi CID
29,29,29,College Girl,Surendra Gupta,"Amita Nangia, Pankaj Berry, Veerendra Singh","['Romance', 'Romance']",Surendra Gupta Romance Romance Amita Nangia Pankaj Berry Veerendra Singh College Girl
30,30,30,Deewana Mujh Sa Nahin,Y. Nageshwar Rao,"Aamir Khan, Madhuri Dixit","['Romance', 'Comedy', 'Drama', 'Romance Comedy Drama']",Y Nageshwar Rao Romance Comedy Drama Romance Comedy Drama Aamir Khan Madhuri Dixit Deewana Mujh Sa Nahin
31,31,31,Dil,Indra Kumar,"Aamir Khan, Madhuri Dixit, Anupam Kher, Saeed Jaffrey","['Comedy', 'Drama', 'Romance', 'Comedy Drama Romance']",Indra Kumar Comedy Drama Romance Comedy Drama Romance Aamir Khan Madhuri Dixit Anupam Kher Saeed Jaffrey Dil
32,32,32,Disha,Sai Paranjape,"Shabana Azmi, Nana Patekar, Raghuvir Yadav","['Comedy', 'Drama', 'Musical', 'Comedy Drama Musical']",Sai Paranjape Comedy Drama Musical Comedy Drama Musical Shabana Azmi Nana Patekar Raghuvir Yadav Disha
33,33,33,Doodh Ka Karz,Ashok Gaikwad,"Jackie Shroff, Neelam Kothari, Prem Chopra","['Action', 'Drama', 'Fantasy', 'Thriller', 'Action Drama Fantasy Thriller']",Ashok Gaikwad Action Drama Fantasy Thriller Action Drama Fantasy Thriller Jackie Shroff Neelam Kothari Prem Chopra Doodh Ka Karz
34,34,34,Drishti,Govind Nihalani,"Dimple Kapadia, Shekhar Kapur, Mita Vasisht","['Drama', 'Drama']",Govind Nihalani Drama Drama Dimple Kapadia Shekhar Kapur Mita Vasisht Drishti
35,35,35,Dushman,Shakti Samanta,"Mithun Chakraborty, Mandakini, Sadashiv Amrapurkar","['Crime', 'Drama', 'Thriller', 'Crime Drama Thriller']",Shakti Samanta Crime Drama Thriller Crime Drama Thriller Mithun Chakraborty Mandakini Sadashiv Amrapurkar Dushman
36,36,36,Ek Din Achanak,Mrinal Sen,"Shabana Azmi, Dr. Shreeram Lagoo","['Drama', 'Drama']",Mrinal Sen Drama Drama Shabana Azmi Dr Shreeram Lagoo Ek Din Achanak
37,37,37,Ek Doctor Ki Maut,Tapan Sinha,"Shabana Azmi,Pankaj Kapur,irfan khan","['Biography', 'Drama', 'Biography Drama']",Tapan Sinha Biography Drama Biography Drama Shabana AzmiPankaj Kapurirfan khan Ek Doctor Ki Maut
38,38,38,Ek Number Ka Chor,Tajdar Amrohi,"Shagufta Ali, Rita Bhaduri, Aatish Devgan","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Tajdar Amrohi Action Crime Drama Action Crime Drama Shagufta Ali Rita Bhaduri Aatish Devgan Ek Number Ka Chor
39,39,39,Ghar Ho To Aisa,Kalpataru,"Anil Kapoor, Meenakshi Sheshadri, Raj Kiran","['Drama', 'Drama']",Kalpataru Drama Drama Anil Kapoor Meenakshi Sheshadri Raj Kiran Ghar Ho To Aisa
40,40,40,Ghayal,Rajkumar Santoshi,"Sunny Deol, Meenakshi Seshadri, Raj Babbar, Moushumi Chatterjee, Amrish Puri","['Action', 'Crime', 'Drama', 'Thriller', 'Action Crime Drama Thriller']",Rajkumar Santoshi Action Crime Drama Thriller Action Crime Drama Thriller Sunny Deol Meenakshi Seshadri Raj Babbar Moushumi Chatterjee Amrish Puri Ghayal
41,41,41,Gunahon Ka Devta,Kawal Sharma,"Sangeeta Bijlani, Mithun Chakraborty, Chandrashekhar","['Action', 'Romance', 'Action Romance']",Kawal Sharma Action Romance Action Romance Sangeeta Bijlani Mithun Chakraborty Chandrashekhar Gunahon Ka Devta
42,42,42,Haar Jeet,Avtar Bhogal,"Kabir Bedi, Shafi Inamdar, Puneet Issar","['Drama', 'Drama']",Avtar Bhogal Drama Drama Kabir Bedi Shafi Inamdar Puneet Issar Haar Jeet
43,43,43,Hatim Tai,Babubhai Mistry,"Jeetendra, Sangeeta Bijlani, Sonu Walia","['Fantasy', 'Fantasy']",Babubhai Mistry Fantasy Fantasy Jeetendra Sangeeta Bijlani Sonu Walia Hatim Tai
44,44,44,Hamari Shaadi,Basu Chatterjee,Akhil Mishra,"['Comedy', 'Romance', 'Comedy Romance']",Basu Chatterjee Comedy Romance Comedy Romance Akhil Mishra Hamari Shaadi
45,45,45,Haque,Harish Bhonsle,"Aasif Shaikh, Anupam Kher","['Drama', 'Drama']",Harish Bhonsle Drama Drama Aasif Shaikh Anupam Kher Haque
46,46,46,Hum Se Na Takrana,Dipak Bahry,"Shatrughan Sinha, Mithun Chakraborty, Leena Das","['Action', 'Crime', 'Drama', 'Horror', 'Action Crime Drama Horror']",Dipak Bahry Action Crime Drama Horror Action Crime Drama Horror Shatrughan Sinha Mithun Chakraborty Leena Das Hum Se Na Takrana
47,47,47,Izzatdaar,K. Bapaiah,"Dilip Kumar, Govinda, Madhuri Dixit, Raghuvaran","['Action', 'Crime', 'Drama', 'Thriller', 'Action Crime Drama Thriller']",K Bapaiah Action Crime Drama Thriller Action Crime Drama Thriller Dilip Kumar Govinda Madhuri Dixit Raghuvaran Izzatdaar
48,48,48,Jaan-E-Wafa,Rukun,"Farooq Shaikh, Rati Agnihotri, Pradeep Khayyam","['Drama', 'Family', 'Romance', 'Drama Family Romance']",Rukun Drama Family Romance Drama Family Romance Farooq Shaikh Rati Agnihotri Pradeep Khayyam JaanEWafa
49,49,49,Jagira,Kanti Shah,Danny Denzongpa,"['Action', 'Crime', 'Drama', 'Action Crime Drama']",Kanti Shah Action Crime Drama Action Crime Drama Danny Denzongpa Jagira
50,50,50,Jai Shiv Shankar,S.A. Chandrashekhar,"Rajesh Khanna, Jeetendra, Dimple Kapadia","['Drama', 'Drama']",SA Chandrashekhar Drama Drama Rajesh Khanna Jeetendra Dimple Kapadia Jai Shiv Shankar
51,51,51,Jamai Raja,A. Kodandarami Reddy,"Anil Kapoor, Madhuri Dixit, Hema Malini, Shakti Kapoor","['Drama', 'Romance', 'Drama Romance']",A Kodandarami Reddy Drama Romance Drama Romance Anil Kapoor Madhuri Dixit Hema Malini Shakti Kapoor Jamai Raja
52,52,52,Jawani Zindabad,Arun Bhatt,"Aamir Khan, Farha Naaz, Kader Khan","['Drama', 'Romance', 'Drama Romance']",Arun Bhatt Drama Romance Drama Romance Aamir Khan Farha Naaz Kader Khan Jawani Zindabad
53,53,53,Jeene Do,Rajesh Seth,"Sanjay Dutt, Jackie Shroff, Farha Naaz","['Action', 'Drama', 'Action Drama']",Rajesh Seth Action Drama Action Drama Sanjay Dutt Jackie Shroff Farha Naaz Jeene Do
54,54,54,Jeevan Ek Sanghursh,Rahul Rawail,"Rakhee Gulzar, Anil Kapoor, Madhuri Dixit","['Drama', 'Family', 'Drama Family']",Rahul Rawail Drama Family Drama Family Rakhee Gulzar Anil Kapoor Madhuri Dixit Jeevan Ek Sanghursh
55,55,55,Jungle Love,V. Menon,Satish Shah,"['Action', 'Adventure', 'Drama', 'Romance', 'Action Adventure Drama Romance']",V Menon Action Adventure Drama Romance Action Adventure Drama Romance Satish Shah Jungle Love
56,56,56,Jurm,Mahesh Bhatt,"Vinod Khanna, Meenakshi Sheshadri, Sangeeta Bijlani","['Action', 'Crime', 'Romance', 'Thriller', 'Action Crime Romance Thriller']",Mahesh Bhatt Action Crime Romance Thriller Action Crime Romance Thriller Vinod Khanna Meenakshi Sheshadri Sangeeta Bijlani Jurm
57,57,57,Kaafalia,Sudhanshu Hakku,"Sadashiv Amrapurkar, Joy Augustine, Juhi Chawla","['Biography', 'Biography']",Sudhanshu Hakku Biography Biography Sadashiv Amrapurkar Joy Augustine Juhi Chawla Kaafalia
58,58,58,Kafan,Dhirendra Bohra,"Tina Ghai, Jamuna, Huma Khan","['Horror', 'Horror']",Dhirendra Bohra Horror Horror Tina Ghai Jamuna Huma Khan Kafan
59,59,59,Kali Ganga,Raj N. Sippy,"Dimple Kapadia, Govinda, Suresh Oberoi","['Action', 'Action']",Raj N Sippy Action Action Dimple Kapadia Govinda Suresh Oberoi Kali Ganga
60,60,60,Karishma Kali Kaa,Ashok Punjabi,"Urmila Bhatt, Anil Dhawan, C.S. Dubey","['Horror', 'Horror']",Ashok Punjabi Horror Horror Urmila Bhatt Anil Dhawan CS Dubey Karishma Kali Kaa
61,61,61,Kasba,Kumar Sahani,"Shaturghan Sinha, Mita Vashishth","['Drama', 'Drama']",Kumar Sahani Drama Drama Shaturghan Sinha Mita Vashishth Kasba
62,62,62,Kasam Dhande Ki,T. Gautam Bhatia,"Master Bhagwan, Suresh Bhai, Birbal","['Action', 'Comedy', 'Crime', 'Drama', 'Action Comedy Crime Drama']",T Gautam Bhatia Action Comedy Crime Drama Action Comedy Crime Drama Master Bhagwan Suresh Bhai Birbal Kasam Dhande Ki
63,63,63,Khatarnaak,Bharat Rangachary,"Sanjay Dutt, Anita Raj, Farha Naaz","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Bharat Rangachary Action Crime Drama Action Crime Drama Sanjay Dutt Anita Raj Farha Naaz Khatarnaak
64,64,64,Kishen Kanhaiya,Rakesh Roshan,"Anil Kapoor, Madhuri Dixit, Shilpa Shirodkar, Amrish Puri","['Action', 'Comedy', 'Drama', 'Action Comedy Drama']",Rakesh Roshan Action Comedy Drama Action Comedy Drama Anil Kapoor Madhuri Dixit Shilpa Shirodkar Amrish Puri Kishen Kanhaiya
65,65,65,Krodh,Shashilal K. Nair,"Sanjay Dutt, Sonam, Amrita Singh","['Action', 'Comedy', 'Drama', 'Romance', 'Action Comedy Drama Romance']",Shashilal K Nair Action Comedy Drama Romance Action Comedy Drama Romance Sanjay Dutt Sonam Amrita Singh Krodh
66,66,66,Maha Sangram,Mukul Anand,"Madhuri Dixit, Govinda, Aditya Pancholi","['Action', 'Action']",Mukul Anand Action Action Madhuri Dixit Govinda Aditya Pancholi Maha Sangram
67,67,67,Mera Pati Sirf Mera Hai,Manobala,"Jeetendra, Rekha, Radhika","['Drama', 'Family', 'Drama Family']",Manobala Drama Family Drama Family Jeetendra Rekha Radhika Mera Pati Sirf Mera Hai
68,68,68,Meri Lalkaar,Yash Chauhan,"Sumeet Saigal, Shreepradha, Rohini, Gulshan Grover, Sadashiv Amrapurkar","['Action', 'Action']",Yash Chauhan Action Action Sumeet Saigal Shreepradha Rohini Gulshan Grover Sadashiv Amrapurkar Meri Lalkaar
69,69,69,Muqaddar Ka Badshaah,T. Rama Rao,"Vinod Khanna, Shabana Azmi, Vijayshanti, Kader Khan, Asrani, Amrish Puri","['Action', 'Action']",T Rama Rao Action Action Vinod Khanna Shabana Azmi Vijayshanti Kader Khan Asrani Amrish Puri Muqaddar Ka Badshaah
70,70,70,Naka-Bandi,Shibu Mitra,"Dharmendra, Chunky Pandey, Sonam, Sridevi","['Action', 'Crime', 'Drama', 'Romance', 'Action Crime Drama Romance']",Shibu Mitra Action Crime Drama Romance Action Crime Drama Romance Dharmendra Chunky Pandey Sonam Sridevi NakaBandi
71,71,71,Nyay Anyay,Lawrence D'Souza,"Jeetendra, Jaya Prada, Sumeet Saigal","['Drama', 'Drama']",Lawrence DSouza Drama Drama Jeetendra Jaya Prada Sumeet Saigal Nyay Anyay
72,72,72,"Pati, Patni Aur Tawaif",Raj Kumar Kohli,"Mithun Chakraborty, Farha, Salma Agha, Amjad Khan","['Drama', 'Family', 'Drama Family']",Raj Kumar Kohli Drama Family Drama Family Mithun Chakraborty Farha Salma Agha Amjad Khan Pati Patni Aur Tawaif
73,73,73,Police Public,Esmayeel Shroff,"Vijay Aidasani, Jayshree Arora, Ila Arun","['Crime', 'Thriller', 'Crime Thriller']",Esmayeel Shroff Crime Thriller Crime Thriller Vijay Aidasani Jayshree Arora Ila Arun Police Public
74,74,74,Pratibandh,Ravi Raja Pinisetty,"Chiranjeevi, Juhi Chawla, Rami Reddy","['Action', 'Drama', 'Action Drama']",Ravi Raja Pinisetty Action Drama Action Drama Chiranjeevi Juhi Chawla Rami Reddy Pratibandh
75,75,75,Pyar Ka Karz,K. Bapaiah,"Dharmendra, Mithun Chakraborty, Meenakshi Seshadri, Sonam","['Drama', 'Drama']",K Bapaiah Drama Drama Dharmendra Mithun Chakraborty Meenakshi Seshadri Sonam Pyar Ka Karz
76,76,76,Pyaar Ka Toofan,S.M. Iqbal,"Aditya Pancholi, Vijayata Pandit, Jamuna[disambiguation needed], Pran","['Action', 'Romance', 'Action Romance']",SM Iqbal Action Romance Action Romance Aditya Pancholi Vijayata Pandit Jamunadisambiguation needed Pran Pyaar Ka Toofan
77,77,77,Pyar Ke Naam Qurbaan,B. Subhash,"Mithun Chakraborty, Dimple Kapadia, Mandakini","['Action', 'Drama', 'Romance', 'Action Drama Romance']",B Subhash Action Drama Romance Action Drama Romance Mithun Chakraborty Dimple Kapadia Mandakini Pyar Ke Naam Qurbaan
78,78,78,Pyasi Nigahen,Sardar Sohi,"Birbal, Sahila Chaddha, Ajinkya Deo","['Thriller', 'Thriller']",Sardar Sohi Thriller Thriller Birbal Sahila Chaddha Ajinkya Deo Pyasi Nigahen
79,79,79,Qatil Jawani, Mohan,"Babloo, Hari, Harish Kumar","['Crime', 'Drama', 'Thriller', 'Crime Drama Thriller']", Mohan Crime Drama Thriller Crime Drama Thriller Babloo Hari Harish Kumar Qatil Jawani
80,80,80,Raeeszada,Bharat Kapoor,"Govinda, Shashi Kapoor, Asha Parekh","['Drama', 'Drama']",Bharat Kapoor Drama Drama Govinda Shashi Kapoor Asha Parekh Raeeszada
81,81,81,Roti Kee Keemat,Ramesh Ahuja,"Sadashiv Amrapurkar, Rana Jung Bahadur, Mithun Chakraborty, Pran","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Ramesh Ahuja Action Crime Drama Action Crime Drama Sadashiv Amrapurkar Rana Jung Bahadur Mithun Chakraborty Pran Roti Kee Keemat
82,82,82,Sailaab,Deepak Balraj,"Aditya Pancholi, Madhuri Dixit, Shafi Inamdar","['Drama', 'Romance', 'Drama Romance']",Deepak Balraj Drama Romance Drama Romance Aditya Pancholi Madhuri Dixit Shafi Inamdar Sailaab
83,83,83,Shadyantra,Rajan Johri,"Ishrat Ali, Raj Babbar, Urmila Bhatt","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Rajan Johri Action Crime Drama Action Crime Drama Ishrat Ali Raj Babbar Urmila Bhatt Shadyantra
84,84,84,Shaitani Ilaaka,Kiran Ramsay,"Sunil Dhawan, Shehnaz Kudia, Neelam Mehra","['Horror', 'Horror']",Kiran Ramsay Horror Horror Sunil Dhawan Shehnaz Kudia Neelam Mehra Shaitani Ilaaka
85,85,85,Shandaar,Vinod Dewan,"Mithun Chakraborty, Meenakshi Seshadri, Juhi Chawla, Danny Denzongpa","['Drama', 'Drama']",Vinod Dewan Drama Drama Mithun Chakraborty Meenakshi Seshadri Juhi Chawla Danny Denzongpa Shandaar
86,86,86,Sher Dil,Jagdish Sidana,"Dharmendra, Gulshan Grover, Rohini Hattangadi","['Action', 'Drama', 'Romance', 'Action Drama Romance']",Jagdish Sidana Action Drama Romance Action Drama Romance Dharmendra Gulshan Grover Rohini Hattangadi Sher Dil
87,87,87,Sheshnaag,K.R. Reddy,"Jeetendra, Rekha, Rishi Kapoor","['Action', 'Fantasy', 'Thriller', 'Action Fantasy Thriller']",KR Reddy Action Fantasy Thriller Action Fantasy Thriller Jeetendra Rekha Rishi Kapoor Sheshnaag
88,88,88,Shiva,Ram Gopal Verma,"Nagarjuna, Amala, Raghuvaran","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Ram Gopal Verma Action Crime Drama Action Crime Drama Nagarjuna Amala Raghuvaran Shiva
89,89,89,Sun Sajna,Chander H. Bahl," Mithun Chakraborty,Ranjeeta Kaur,Iftekhar. ","['Drama', 'Family', 'Romance', 'Drama Family Romance']",Chander H Bahl Drama Family Romance Drama Family Romance  Mithun ChakrabortyRanjeeta KaurIftekhar  Sun Sajna
90,90,90,Swarg,David Dhawan,"Rajesh Khanna, Govinda, Juhi Chawla","['Drama', 'Drama']",David Dhawan Drama Drama Rajesh Khanna Govinda Juhi Chawla Swarg
91,91,91,Tadap,Milan Luthria,"Chunky Pandey, Meenakshi Seshadri, Nana Patekar","['Thriller', 'Thriller']",Milan Luthria Thriller Thriller Chunky Pandey Meenakshi Seshadri Nana Patekar Tadap
92,92,92,Taqdeer Ka Tamasha,Anand Gaekwad,"Sadashiv Amrapurkar, Moushumi Chatterjee, Suresh Chatwal, Kimi Katkar, Jeetendra, Govinda","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Anand Gaekwad Action Crime Drama Action Crime Drama Sadashiv Amrapurkar Moushumi Chatterjee Suresh Chatwal Kimi Katkar Jeetendra Govinda Taqdeer Ka Tamasha
93,93,93,Tejaa,Ramnesh Puri,"Sanjay Dutt, Kimi Katkar, Sonu Walia","['Action', 'Drama', 'Action Drama']",Ramnesh Puri Action Drama Action Drama Sanjay Dutt Kimi Katkar Sonu Walia Tejaa
94,94,94,Thanedaar,Raj Sippy,"Jeetendra, Sanjay Dutt, Jayapradha, Madhuri Dixit","['Action', 'Crime', 'Drama', 'Action Crime Drama']",Raj Sippy Action Crime Drama Action Crime Drama Jeetendra Sanjay Dutt Jayapradha Madhuri Dixit Thanedaar
95,95,95,Thodasa Roomani Ho Jaayen,Amol Palekar,"Anita Kanwar, Nana Patekar, Riju Bajaj","['Comedy', 'Drama', 'Musical', 'Comedy Drama Musical']",Amol Palekar Comedy Drama Musical Comedy Drama Musical Anita Kanwar Nana Patekar Riju Bajaj Thodasa Roomani Ho Jaayen
96,96,96,Tum Mere Ho,Tahir Hussain,"Aamir Khan, Juhi Chawla","['Fantasy', 'Horror', 'Romance', 'Fantasy Horror Romance']",Tahir Hussain Fantasy Horror Romance Fantasy Horror Romance Aamir Khan Juhi Chawla Tum Mere Ho
97,97,97,Veeru Dada,K.R. Reddy,"Dharmendra, Amrita Singh, Aditya Pancholi","['Action', 'Adventure', 'Drama', 'Action Adventure Drama']",KR Reddy Action Adventure Drama Action Adventure Drama Dharmendra Amrita Singh Aditya Pancholi Veeru Dada
98,98,98,Wafaa,S. M. Abbas,"Farooque Shaikh, Vijayeta Pandit","['Drama', 'Mystery', 'Romance', 'Thriller', 'Drama Mystery Romance Thriller']",S M Abbas Drama Mystery Romance Thriller Drama Mystery Romance Thriller Farooque Shaikh Vijayeta Pandit Wafaa
99,99,99,Zahreelay,Jyotin Goel,"Jeetendra, Sanjay Dutt, Chunky Pandey","['Action', 'Drama', 'Action Drama']",Jyotin Goel Action Drama Action Drama Jeetendra Sanjay Dutt Chunky Pandey Zahreelay
100,100,100,Zakhmi Zameen,Mahendra Shah,"Ishrat Ali, Jaya Prada, Adiya Pancholi, Paresh Rawal","['Musical', 'Action', 'Drama', 'Musical Action Drama']",Mahendra Shah Musical Action Drama Musical Action Drama Ishrat Ali Jaya Prada Adiya Pancholi Paresh Rawal Zakhmi Zameen
101,101,101,Zimmedaaar,Santosh Kumar Chauhan,"Rajiv Kapoor, Anita Raj, Kimi Katkar","['Drama', 'Romance', 'Drama Romance']",Santosh Kumar Chauhan Drama Romance Drama Romance Rajiv Kapoor Anita Raj Kimi Katkar Zimmedaaar
102,102,102,100 Days,Partho Ghosh,"Jackie Shroff, Madhuri Dixit, Moon Moon Sen, Javed Jaffrey","['Thriller', 'Thriller']",Partho Ghosh Thriller Thriller Jackie Shroff Madhuri Dixit Moon Moon Sen Javed Jaffrey 100 Days
103,103,103,Aag Laga Do Sawan Ko,Anup Malik,Harish Patel,"['Drama', 'Romance', 'Drama Romance']",Anup Malik Drama Romance Drama Romance Harish Patel Aag Laga Do Sawan Ko
104,104,104,Aaj Ka Samson,Kuku Kapoor,"Hemant Birje, Sahil Chaddha, Goga Kapoor","['Action', 'Romance', 'Action Romance']",Kuku Kapoor Action Romance Action Romance Hemant Birje Sahil Chaddha Goga Kapoor Aaj Ka Samson
105,105,105,Aakhri Cheekh,Kiran Ramsay,"Vijay Arora, Anil Dhawan, Vijayendra Ghatge","['Horror', 'Horror']",Kiran Ramsay Horror Horror Vijay Arora Anil Dhawan Vijayendra Ghatge Aakhri Cheekh
106,106,106,Afsana Pyar Ka,Shahjahan,"Aamir Khan, Neelam Kothari","['Drama', 'Romance', 'Drama Romance']",Shahjahan Drama Romance Drama Romance Aamir Khan Neelam Kothari Afsana Pyar Ka
